"rules";"support";"confidence";"lift";"count"
"{08543708000109} => {13146946000102}";0.0114876507754164;0.666666666666667;23.4478114478114;40
"{13146946000102} => {08543708000109}";0.0114876507754164;0.404040404040404;23.4478114478114;40
"{13345633000183} => {06177718000134}";0.0100516944284894;0.813953488372093;12.1638886116379;35
"{08952743000173} => {13146946000102}";0.0114876507754164;0.454545454545455;15.9871441689624;40
"{13146946000102} => {08952743000173}";0.0114876507754164;0.404040404040404;15.9871441689624;40
"{13758327000179} => {10828286000151}";0.0106260769672602;0.60655737704918;14.5657433578293;37
"{13758327000179} => {00761025000108}";0.0117748420448018;0.672131147540984;7.77528457055716;41
"{20353726000115} => {19225554000115}";0.0103388856978748;0.765957446808511;46.7905935050392;36
"{19225554000115} => {20353726000115}";0.0103388856978748;0.631578947368421;46.7905935050392;36
"{20353726000115} => {19225144000174}";0.0100516944284894;0.74468085106383;21.6081560283688;35
"{13734839000103} => {19225144000174}";0.0114876507754164;0.8;23.2133333333333;40
"{19225144000174} => {13734839000103}";0.0114876507754164;0.333333333333333;23.2133333333333;40
"{10752963000103} => {00761025000108}";0.0100516944284894;0.673076923076923;7.78622540250447;35
"{55741110000104} => {18371119000136}";0.0103388856978748;0.375;16.9577922077922;36
"{18371119000136} => {55741110000104}";0.0103388856978748;0.467532467532468;16.9577922077922;36
"{55741110000104} => {12349852000178}";0.0137851809304997;0.5;16.5809523809524;48
"{12349852000178} => {55741110000104}";0.0137851809304997;0.457142857142857;16.5809523809524;48
"{18214465000100} => {03983817000115}";0.0109132682366456;0.730769230769231;31.8067307692308;38
"{03983817000115} => {18214465000100}";0.0109132682366456;0.475;31.8067307692308;38
"{18214465000100} => {11098524000183}";0.0100516944284894;0.673076923076923;36.0562130177515;35
"{11098524000183} => {18214465000100}";0.0100516944284894;0.538461538461538;36.0562130177515;35
"{18214465000100} => {18543917000106}";0.0126364158529581;0.846153846153846;14.1649408284024;44
"{60431715000120} => {18543917000106}";0.0103388856978748;0.837209302325581;14.0152057245081;36
"{19142596000192} => {03213418000175}";0.0106260769672602;0.74;47.7162962962963;37
"{03213418000175} => {19142596000192}";0.0106260769672602;0.685185185185185;47.7162962962963;37
"{19142596000192} => {03983817000115}";0.011200459506031;0.78;33.9495;39
"{03983817000115} => {19142596000192}";0.011200459506031;0.4875;33.9495;39
"{19142596000192} => {11098524000183}";0.011200459506031;0.78;41.784;39
"{11098524000183} => {19142596000192}";0.011200459506031;0.6;41.784;39
"{19142596000192} => {18543917000106}";0.0129236071223435;0.9;15.0663461538462;45
"{18988405000145} => {06177718000134}";0.0117748420448018;0.745454545454545;11.1402262973078;41
"{18988405000145} => {16403724000116}";0.0109132682366456;0.690909090909091;10.0658805629517;38
"{11978499000122} => {10971702000176}";0.0183802412406663;0.96969696969697;39.261451726568;64
"{10971702000176} => {11978499000122}";0.0183802412406663;0.744186046511628;39.261451726568;64
"{18371119000136} => {12349852000178}";0.0126364158529581;0.571428571428571;18.9496598639456;44
"{12349852000178} => {18371119000136}";0.0126364158529581;0.419047619047619;18.9496598639456;44
"{92690338000130} => {03983817000115}";0.0103388856978748;0.654545454545455;28.4890909090909;36
"{03983817000115} => {92690338000130}";0.0103388856978748;0.45;28.4890909090909;36
"{92690338000130} => {18543917000106}";0.0120620333141872;0.763636363636364;12.7835664335664;42
"{19225554000115} => {14406491000180}";0.0100516944284894;0.614035087719298;32.8933873144399;35
"{14406491000180} => {19225554000115}";0.0100516944284894;0.538461538461538;32.8933873144399;35
"{19225554000115} => {05114599000108}";0.0109132682366456;0.666666666666667;41.4523809523809;38
"{05114599000108} => {19225554000115}";0.0109132682366456;0.678571428571429;41.4523809523809;38
"{19225554000115} => {08784976000104}";0.0100516944284894;0.614035087719298;31.9114951557999;35
"{08784976000104} => {19225554000115}";0.0100516944284894;0.522388059701492;31.9114951557999;35
"{19225554000115} => {19225144000174}";0.0126364158529581;0.771929824561403;22.3988304093567;44
"{19225144000174} => {19225554000115}";0.0126364158529581;0.366666666666667;22.3988304093567;44
"{03213418000175} => {03983817000115}";0.0114876507754164;0.740740740740741;32.2407407407407;40
"{03983817000115} => {03213418000175}";0.0114876507754164;0.5;32.2407407407407;40
"{03213418000175} => {11098524000183}";0.0106260769672602;0.685185185185185;36.7048433048433;37
"{11098524000183} => {03213418000175}";0.0106260769672602;0.569230769230769;36.7048433048433;37
"{03213418000175} => {18543917000106}";0.011200459506031;0.722222222222222;12.0902777777778;39
"{10698323000154} => {17930162000121}";0.0198161975875933;1;50.463768115942;69
"{17930162000121} => {10698323000154}";0.0198161975875933;1;50.463768115942;69
"{10698323000154} => {12349852000178}";0.0137851809304997;0.695652173913043;23.0691511387164;48
"{12349852000178} => {10698323000154}";0.0137851809304997;0.457142857142857;23.0691511387164;48
"{10698323000154} => {03983817000115}";0.0103388856978748;0.521739130434783;22.7086956521739;36
"{03983817000115} => {10698323000154}";0.0103388856978748;0.45;22.7086956521739;36
"{10698323000154} => {18543917000106}";0.0103388856978748;0.521739130434783;8.73411371237458;36
"{17930162000121} => {12349852000178}";0.0137851809304997;0.695652173913043;23.0691511387164;48
"{12349852000178} => {17930162000121}";0.0137851809304997;0.457142857142857;23.0691511387164;48
"{17930162000121} => {03983817000115}";0.0103388856978748;0.521739130434783;22.7086956521739;36
"{03983817000115} => {17930162000121}";0.0103388856978748;0.45;22.7086956521739;36
"{17930162000121} => {18543917000106}";0.0103388856978748;0.521739130434783;8.73411371237458;36
"{14406491000180} => {19225144000174}";0.0114876507754164;0.615384615384615;17.8564102564103;40
"{19225144000174} => {14406491000180}";0.0114876507754164;0.333333333333333;17.8564102564103;40
"{11686277000136} => {00761025000108}";0.0120620333141872;0.777777777777778;8.99741602067184;42
"{17910485000153} => {18543917000106}";0.011200459506031;0.438202247191011;7.33567415730337;39
"{05114599000108} => {08784976000104}";0.0100516944284894;0.625;32.4813432835821;35
"{08784976000104} => {05114599000108}";0.0100516944284894;0.522388059701492;32.4813432835821;35
"{05114599000108} => {19225144000174}";0.011200459506031;0.696428571428571;20.2080357142857;39
"{19225144000174} => {05114599000108}";0.011200459506031;0.325;20.2080357142857;39
"{17356181000196} => {09058708000178}";0.0132107983917289;0.707692307692308;8.07929382093316;46
"{08784976000104} => {19225144000174}";0.011200459506031;0.582089552238806;16.8902985074627;39
"{19225144000174} => {08784976000104}";0.011200459506031;0.325;16.8902985074627;39
"{10807978000113} => {06177718000134}";0.0117748420448018;0.803921568627451;12.0139695363124;41
"{10807978000113} => {16403724000116}";0.0126364158529581;0.862745098039216;12.5693658216425;44
