"rules";"support";"confidence";"lift";"count"
"{9236057000169} => {30223033000161}";0.0100860278849006;0.755555555555556;3.13667214012042;34
"{2224532000138} => {30223033000161}";0.010679323642836;0.923076923076923;3.83213338385752;36
"{19416252000124} => {30223033000161}";0.0142390981904479;0.941176470588235;3.90727325412924;48
"{27469773000178} => {30223033000161}";0.0103826757638683;0.853658536585366;3.54394449116905;35
"{12488070000110} => {30223033000161}";0.0121625630376743;0.854166666666667;3.5460539819376;41
"{11277643000101} => {30223033000161}";0.0103826757638683;0.833333333333333;3.45956486042693;35
"{26370027000160} => {30223033000161}";0.011569267279739;1;4.15147783251231;39
"{11407453000153} => {30223033000161}";0.0124592109166419;0.823529411764706;3.41886409736308;42
"{32319078000160} => {30223033000161}";0.011569267279739;0.975;4.04769088669951;39
"{16675651000111} => {30223033000161}";0.0148323939483833;0.943396226415094;3.91648852123803;50
"{12946183000111} => {30223033000161}";0.0163156333432216;0.859375;3.56767626231527;55
"{12326374000180} => {30223033000161}";0.0151290418273509;0.927272727272727;3.84955217196596;51
"{22465576000167} => {30223033000161}";0.010679323642836;1;4.15147783251231;36
"{21775627000194} => {30223033000161}";0.0118659151587066;0.952380952380952;3.95378841191649;40
"{4695665000118} => {30223033000161}";0.0130525066745773;0.916666666666667;3.80552134646962;44
"{17111492000195} => {30223033000161}";0.0100860278849006;0.576271186440678;2.39237705602405;34
"{8757632000106} => {30223033000161}";0.0157223375852863;0.854838709677419;3.54884395359924;53
"{15050089000178} => {30223033000161}";0.0136458024325126;0.92;3.81935960591133;46
"{8257348000170} => {30223033000161}";0.0118659151587066;0.888888888888889;3.69020251778872;40
"{65529489000139} => {16103634000100}";0.0100860278849006;0.739130434782609;21.8562166285278;34
"{65529489000139} => {30223033000161}";0.0112726194007713;0.826086956521739;3.42948168772756;38
"{32904046000121} => {30223033000161}";0.0112726194007713;0.76;3.15512315270936;38
"{29213278000129} => {30223033000161}";0.0210619994067042;0.806818181818182;3.34948779668607;71
"{29003455000142} => {30223033000161}";0.0169089291011569;0.802816901408451;3.33287656976341;57
"{18726344000148} => {30223033000161}";0.0148323939483833;0.862068965517241;3.57886020044165;50
"{22891456000121} => {30223033000161}";0.0204687036487689;0.884615384615385;3.67246115953012;69
"{27030815000170} => {30223033000161}";0.0142390981904479;0.75;3.11360837438424;48
"{2782453000142} => {30223033000161}";0.0127558587956096;0.728813559322034;3.02565333555982;43
"{23116082000130} => {30223033000161}";0.0142390981904479;0.888888888888889;3.69020251778872;48
"{7383072000104} => {30223033000161}";0.0225452388015426;0.974358974358974;4.04502968296072;76
"{24136684000111} => {30223033000161}";0.0228418866805102;0.927710843373494;3.85137100124637;77
"{17881571000185} => {30223033000161}";0.0177988727380599;0.810810810810811;3.36606310744242;60
"{11807975000142} => {30223033000161}";0.0121625630376743;0.719298245614035;2.98615072163167;41
"{26525336000161} => {30223033000161}";0.0142390981904479;0.827586206896552;3.43570579242399;48
"{1402400000196} => {8676370000155}";0.0103826757638683;0.74468085106383;38.620294599018;35
"{8676370000155} => {1402400000196}";0.0103826757638683;0.538461538461538;38.620294599018;35
"{30169962000130} => {30223033000161}";0.0112726194007713;0.791666666666667;3.28658661740558;38
"{28634818000185} => {30223033000161}";0.0112726194007713;0.745098039215686;3.09325799285231;38
"{18880763000130} => {30223033000161}";0.0142390981904479;0.774193548387097;3.21404735420308;48
"{30366407000106} => {30223033000161}";0.0177988727380599;0.810810810810811;3.36606310744242;60
"{19414808000143} => {26889274000177}";0.0118659151587066;0.43010752688172;5.53394073709267;40
"{19414808000143} => {30223033000161}";0.0228418866805102;0.827956989247312;3.43724508713385;77
"{27520617000194} => {30814518000120}";0.0109759715218036;0.486842105263158;6.69854994629431;37
"{27520617000194} => {30223033000161}";0.0204687036487689;0.907894736842105;3.7691048742546;69
"{19892558000157} => {30223033000161}";0.0216552951646396;0.858823529411765;3.56538684439293;73
"{5965179000135} => {30223033000161}";0.0136458024325126;0.779661016949153;3.23674542873842;46
"{23534848000104} => {30814518000120}";0.0109759715218036;0.44047619047619;6.06059280855199;37
"{23534848000104} => {30223033000161}";0.0237318303174132;0.952380952380952;3.95378841191649;80
"{23288594000183} => {26889274000177}";0.0130525066745773;0.444444444444444;5.71840542832909;44
"{23288594000183} => {30223033000161}";0.0281815485019282;0.95959595959596;3.98374135443101;95
"{26148145000128} => {30814518000120}";0.0124592109166419;0.451612903225806;6.21382488479263;42
"{26148145000128} => {30223033000161}";0.0231385345594779;0.838709677419355;3.48188463372001;78
"{31791509000123} => {30223033000161}";0.0175022248590923;0.867647058823529;3.60201753115039;59
"{10733208000173} => {5207424000145}";0.0112726194007713;0.493506493506494;12.8962045706232;38
"{10733208000173} => {30223033000161}";0.0219519430436072;0.961038961038961;3.98973194293391;74
"{21750520000191} => {11077741000197}";0.0109759715218036;0.587301587301587;31.9321556579621;37
"{11077741000197} => {21750520000191}";0.0109759715218036;0.596774193548387;31.9321556579621;37
"{21750520000191} => {482840000138}";0.0130525066745773;0.698412698412698;30.9782790309106;44
"{482840000138} => {21750520000191}";0.0130525066745773;0.578947368421053;30.9782790309106;44
"{11077741000197} => {482840000138}";0.010679323642836;0.580645161290323;25.7546689303905;36
"{482840000138} => {11077741000197}";0.010679323642836;0.473684210526316;25.7546689303905;36
"{8676370000155} => {23312871000146}";0.0109759715218036;0.569230769230769;30.4583638583639;37
"{23312871000146} => {8676370000155}";0.0109759715218036;0.587301587301587;30.4583638583639;37
"{28485774000179} => {24005316000134}";0.0112726194007713;0.520547945205479;18.8684636912653;38
"{24005316000134} => {28485774000179}";0.0112726194007713;0.408602150537634;18.8684636912653;38
"{28485774000179} => {30223033000161}";0.0133491545535449;0.616438356164384;2.55913017072677;45
