"rules";"support";"confidence";"lift";"count"
"{33000118000179} => {33530486000129}";0.0111835973904939;0.923076923076923;39.6184615384615;12
"{33530486000129} => {33000118000179}";0.0111835973904939;0.48;39.6184615384615;12
"{09443963000134} => {07832586000108}";0.0102516309412861;0.846153846153846;16.8133903133903;11
"{89624373000147} => {07832586000108}";0.0111835973904939;0.923076923076923;18.3418803418803;12
"{05146214000194} => {05917540000158}";0.0102516309412861;0.846153846153846;29.287841191067;11
"{05917540000158} => {05146214000194}";0.0102516309412861;0.354838709677419;29.287841191067;11
"{05146214000194} => {06064175000149}";0.0111835973904939;0.923076923076923;23.0339892665474;12
"{05146214000194} => {05120923000109}";0.0102516309412861;0.846153846153846;20.1760683760684;11
"{05146214000194} => {07832586000108}";0.0121155638397018;1;19.8703703703704;13
"{04552128000119} => {05374975000101}";0.0102516309412861;1;89.4166666666667;11
"{05374975000101} => {04552128000119}";0.0102516309412861;0.916666666666667;89.4166666666667;11
"{06955770000174} => {04613668000165}";0.0102516309412861;0.6875;22.3541666666667;11
"{04613668000165} => {06955770000174}";0.0102516309412861;0.333333333333333;22.3541666666667;11
"{06955770000174} => {35636034000151}";0.0111835973904939;0.75;21.75;12
"{35636034000151} => {06955770000174}";0.0111835973904939;0.324324324324324;21.75;12
"{06955770000174} => {06064175000149}";0.0111835973904939;0.75;18.7151162790698;12
"{06955770000174} => {05120923000109}";0.0130475302889096;0.875;20.8638888888889;14
"{05120923000109} => {06955770000174}";0.0130475302889096;0.311111111111111;20.8638888888889;14
"{06955770000174} => {07832586000108}";0.0121155638397018;0.8125;16.1446759259259;13
"{26423228000188} => {00448994000103}";0.0102516309412861;0.6875;16.765625;11
"{26423228000188} => {06064175000149}";0.0111835973904939;0.75;18.7151162790698;12
"{26423228000188} => {05120923000109}";0.0102516309412861;0.6875;16.3930555555556;11
"{26423228000188} => {07832586000108}";0.0130475302889096;0.875;17.3865740740741;14
"{13353495000184} => {04613668000165}";0.0111835973904939;0.75;24.3863636363636;12
"{04613668000165} => {13353495000184}";0.0111835973904939;0.363636363636364;24.3863636363636;12
"{13353495000184} => {35636034000151}";0.0121155638397018;0.8125;23.5625;13
"{35636034000151} => {13353495000184}";0.0121155638397018;0.351351351351351;23.5625;13
"{13353495000184} => {00448994000103}";0.0139794967381174;0.9375;22.8622159090909;15
"{00448994000103} => {13353495000184}";0.0139794967381174;0.340909090909091;22.8622159090909;15
"{13353495000184} => {06064175000149}";0.0102516309412861;0.6875;17.155523255814;11
"{13353495000184} => {05120923000109}";0.0111835973904939;0.75;17.8833333333333;12
"{13353495000184} => {07832586000108}";0.0121155638397018;0.8125;16.1446759259259;13
"{10716021000161} => {07832586000108}";0.0102516309412861;0.578947368421053;11.5038986354776;11
"{03667498000139} => {95870069000182}";0.0102516309412861;0.611111111111111;34.5116959064327;11
"{95870069000182} => {03667498000139}";0.0102516309412861;0.578947368421053;34.5116959064327;11
"{03667498000139} => {01017250000105}";0.0121155638397018;0.722222222222222;30.9977777777778;13
"{01017250000105} => {03667498000139}";0.0121155638397018;0.52;30.9977777777778;13
"{03667498000139} => {05917540000158}";0.0111835973904939;0.666666666666667;23.0752688172043;12
"{05917540000158} => {03667498000139}";0.0111835973904939;0.387096774193548;23.0752688172043;12
"{03667498000139} => {39822176000164}";0.0121155638397018;0.722222222222222;20.9444444444444;13
"{39822176000164} => {03667498000139}";0.0121155638397018;0.351351351351351;20.9444444444444;13
"{03667498000139} => {06064175000149}";0.0121155638397018;0.722222222222222;18.0219638242894;13
"{06064175000149} => {03667498000139}";0.0121155638397018;0.302325581395349;18.0219638242894;13
"{03667498000139} => {05120923000109}";0.0149114631873253;0.888888888888889;21.1950617283951;16
"{05120923000109} => {03667498000139}";0.0149114631873253;0.355555555555556;21.1950617283951;16
