Principal;TimeStamp;Valid;Rule;Support;Confidence;Lift;Count
17930162000121;201405;;{10698323000154} => {17930162000121};0,012345679;1;73,28571429;38
10636507000190;201405;;{15022662000130} => {10636507000190};0,011695906;1;75,07317073;36
11333352000185;201405;;{07586061000121} => {11333352000185};0,018518519;1;54;57
7586061000121;201405;;{11333352000185} => {07586061000121};0,018518519;1;54;57
79053468000102;201405;;{12384280000168} => {79053468000102};0,014944769;1;64,125;46
13179025000146;201405;;{01543373000171,08952743000173} => {13179025000146};0,011046134;1;49,64516129;34
11333352000185;201405;;{07586061000121,12068781000135} => {11333352000185};0,010071475;1;54;31
7586061000121;201405;;{11333352000185,12068781000135} => {07586061000121};0,010071475;1;54;31
11333352000185;201405;;{07586061000121,92823764000103} => {11333352000185};0,011695906;1;54;36
7586061000121;201405;;{11333352000185,92823764000103} => {07586061000121};0,011695906;1;54;36
11333352000185;201405;;{07586061000121,07918483000157} => {11333352000185};0,012995452;1;54;40
7586061000121;201405;;{07918483000157,11333352000185} => {07586061000121};0,012995452;1;54;40
79053468000102;201405;;{05207424000145,12384280000168} => {79053468000102};0,010721248;1;64,125;33
79053468000102;201405;;{12384280000168,15724019000158} => {79053468000102};0,011695906;1;64,125;36
79053468000102;201405;;{06177718000134,12384280000168} => {79053468000102};0,012020793;1;64,125;37
79053468000102;201405;;{00761025000108,12384280000168} => {79053468000102};0,011695906;1;64,125;36
10698323000154;201406;;{17930162000121} => {10698323000154};0,015545915;1;62,86363636;43
10636507000190;201406;;{15022662000130} => {10636507000190};0,010122921;1;95,37931034;28
3961467000196;201406;;{06957510000138} => {03961467000196};0,013015184;1;74,75675676;36
7586061000121;201406;;{11333352000185} => {07586061000121};0,019522777;1;51,22222222;54
11333352000185;201406;;{07586061000121} => {11333352000185};0,019522777;1;51,22222222;54
7586061000121;201406;;{11333352000185,18166571000166} => {07586061000121};0,010122921;1;51,22222222;28
11333352000185;201406;;{07586061000121,18166571000166} => {11333352000185};0,010122921;1;51,22222222;28
7586061000121;201406;;{10942831000136,11333352000185} => {07586061000121};0,011569053;1;51,22222222;32
11333352000185;201406;;{07586061000121,10942831000136} => {11333352000185};0,011569053;1;51,22222222;32
7586061000121;201406;;{11333352000185,18912500000165} => {07586061000121};0,011930586;1;51,22222222;33
11333352000185;201406;;{07586061000121,18912500000165} => {11333352000185};0,011930586;1;51,22222222;33
7586061000121;201406;;{11333352000185,92823764000103} => {07586061000121};0,014461316;1;51,22222222;40
11333352000185;201406;;{07586061000121,92823764000103} => {11333352000185};0,014461316;1;51,22222222;40
7586061000121;201406;;{00761025000108,11333352000185} => {07586061000121};0,012292119;1;51,22222222;34
11333352000185;201406;;{00761025000108,07586061000121} => {11333352000185};0,012292119;1;51,22222222;34
6177718000134;201406;;{00761025000108,10986234000103} => {06177718000134};0,012292119;1;16,56287425;34
92823764000103;201406;;{11094173000132,18166571000166} => {92823764000103};0,01120752;1;22,67213115;31
92823764000103;201406;;{11094173000132,12068781000135} => {92823764000103};0,011569053;1;22,67213115;32
92823764000103;201406;;{11094173000132,18912500000165} => {92823764000103};0,012653651;1;22,67213115;35
92823764000103;201406;;{11094173000132,18543917000106} => {92823764000103};0,01120752;1;22,67213115;31
7586061000121;201406;;{11333352000185,18912500000165,92823764000103} => {07586061000121};0,01120752;1;51,22222222;31
11333352000185;201406;;{07586061000121,18912500000165,92823764000103} => {11333352000185};0,01120752;1;51,22222222;31
7586061000121;201406;;{00761025000108,11333352000185,18912500000165} => {07586061000121};0,010484454;1;51,22222222;29
11333352000185;201406;;{00761025000108,07586061000121,18912500000165} => {11333352000185};0,010484454;1;51,22222222;29
7586061000121;201406;;{00761025000108,11333352000185,92823764000103} => {07586061000121};0,010484454;1;51,22222222;29
11333352000185;201406;;{00761025000108,07586061000121,92823764000103} => {11333352000185};0,010484454;1;51,22222222;29
6177718000134;201406;;{00761025000108,10986234000103,16403724000116} => {06177718000134};0,010845987;1;16,56287425;30
92823764000103;201406;;{11094173000132,18166571000166,18912500000165} => {92823764000103};0,010845987;1;22,67213115;30
92823764000103;201406;;{00761025000108,11094173000132,18912500000165} => {92823764000103};0,010484454;1;22,67213115;29
17930162000121;201407;;{10698323000154} => {17930162000121};0,019816198;1;50,46376812;69
10698323000154;201407;;{17930162000121} => {10698323000154};0,019816198;1;50,46376812;69
11333352000185;201407;;{07586061000121} => {11333352000185};0,014646755;1;68,2745098;51
7586061000121;201407;;{11333352000185} => {07586061000121};0,014646755;1;68,2745098;51
10636507000190;201407;;{15022662000130} => {10636507000190};0,012062033;1;74,08510638;42
3961467000196;201407;;{06957510000138} => {03961467000196};0,014933946;1;66,96153846;52
6957510000138;201407;;{03961467000196} => {06957510000138};0,014933946;1;66,96153846;52
17930162000121;201407;;{10698323000154,12349852000178} => {17930162000121};0,013785181;1;50,46376812;48
10698323000154;201407;;{12349852000178,17930162000121} => {10698323000154};0,013785181;1;50,46376812;48
17930162000121;201407;;{03983817000115,10698323000154} => {17930162000121};0,010338886;1;50,46376812;36
10698323000154;201407;;{03983817000115,17930162000121} => {10698323000154};0,010338886;1;50,46376812;36
17930162000121;201407;;{10698323000154,18543917000106} => {17930162000121};0,010338886;1;50,46376812;36
10698323000154;201407;;{17930162000121,18543917000106} => {10698323000154};0,010338886;1;50,46376812;36
6177718000134;201407;;{04762679000107,10434081000191,15724019000158} => {06177718000134};0,010338886;1;14,94420601;36
6177718000134;201407;;{04762679000107,15724019000158,16403724000116} => {06177718000134};0,010626077;1;14,94420601;37
7586061000121;201408;;{11333352000185} => {07586061000121};0,016281824;1;61,41818182;55
11333352000185;201408;;{07586061000121} => {11333352000185};0,016281824;1;61,41818182;55
10636507000190;201408;;{15022662000130} => {10636507000190};0,011545293;1;82,3902439;39
79053468000102;201408;;{12384280000168} => {79053468000102};0,017465956;1;51,18181818;59
79053468000102;201408;;{04762679000107,12384280000168} => {79053468000102};0,010657194;1;51,18181818;36
79053468000102;201408;;{10434081000191,12384280000168} => {79053468000102};0,011841326;1;51,18181818;40
79053468000102;201408;;{10278886000193,12384280000168} => {79053468000102};0,010065127;1;51,18181818;34
79053468000102;201408;;{12384280000168,15724019000158} => {79053468000102};0,012137359;1;51,18181818;41
79053468000102;201408;;{06122074000187,12384280000168} => {79053468000102};0,012137359;1;51,18181818;41
79053468000102;201408;;{12384280000168,16403724000116} => {79053468000102};0,01124926;1;51,18181818;38
79053468000102;201408;;{06177718000134,12384280000168} => {79053468000102};0,013025459;1;51,18181818;44
79053468000102;201408;;{00761025000108,12384280000168} => {79053468000102};0,012137359;1;51,18181818;41
79053468000102;201408;;{06177718000134,10434081000191,12384280000168} => {79053468000102};0,010065127;1;51,18181818;34
79053468000102;201408;;{06177718000134,12384280000168,15724019000158} => {79053468000102};0,010065127;1;51,18181818;34
12349852000178;201409;;{08477087000102} => {12349852000178};0,01006629;1;28,88652482;41
7586061000121;201409;;{11333352000185} => {07586061000121};0,011539406;1;86,65957447;47
11333352000185;201409;;{07586061000121} => {11333352000185};0,011539406;1;86,65957447;47
6957510000138;201409;;{03961467000196} => {06957510000138};0,012767002;1;76,8490566;52
10636507000190;201409;;{15022662000130} => {10636507000190};0,013012521;1;70,22413793;53
79053468000102;201409;;{14997983000197} => {79053468000102};0,016695311;1;39,93137255;68
10636507000190;201409;;{05207424000145,15022662000130} => {10636507000190};0,01006629;1;70,22413793;41
79053468000102;201409;;{05207424000145,14997983000197} => {79053468000102};0,010311809;1;39,93137255;42
79053468000102;201409;;{10278886000193,14997983000197} => {79053468000102};0,011293887;1;39,93137255;46
79053468000102;201409;;{06177718000134,14997983000197} => {79053468000102};0,011539406;1;39,93137255;47
79053468000102;201409;;{14997983000197,16403724000116} => {79053468000102};0,010311809;1;39,93137255;42
79053468000102;201409;;{00761025000108,14997983000197} => {79053468000102};0,010557329;1;39,93137255;43
15567891000130;201410;;{20958488000171} => {15567891000130};0,010892781;1;18,80321285;51
6957510000138;201410;;{03961467000196} => {06957510000138};0,016659547;1;60,02564103;78
3961467000196;201410;;{06957510000138} => {03961467000196};0,016659547;1;60,02564103;78
10636507000190;201410;;{15022662000130} => {10636507000190};0,013242204;1;73,15625;62
17930162000121;201410;;{13440815000133} => {17930162000121};0,023707817;1;40,36206897;111
7586061000121;201410;;{11333352000185} => {07586061000121};0,02221273;1;45,01923077;104
11333352000185;201410;;{07586061000121} => {11333352000185};0,02221273;1;45,01923077;104
79053468000102;201410;;{14997983000197} => {79053468000102};0,023707817;1;34,68148148;111
17930162000121;201410;;{03606047000191,13440815000133} => {17930162000121};0,010465613;1;40,36206897;49
13440815000133;201410;;{03606047000191,17930162000121} => {13440815000133};0,010465613;1;42,18018018;49
10636507000190;201410;;{15022662000130,21103191000197} => {10636507000190};0,011533533;1;73,15625;54
15022662000130;201410;;{10636507000190,21103191000197} => {15022662000130};0,011533533;1;75,51612903;54
17930162000121;201410;;{06022999000156,13440815000133} => {17930162000121};0,010465613;1;40,36206897;49
17930162000121;201410;;{13440815000133,19142596000192} => {17930162000121};0,012601452;1;40,36206897;59
17930162000121;201410;;{05869012000170,13440815000133} => {17930162000121};0,013882956;1;40,36206897;65
13440815000133;201410;;{05869012000170,17930162000121} => {13440815000133};0,013882956;1;42,18018018;65
17930162000121;201410;;{11036658000170,13440815000133} => {17930162000121};0,010679197;1;40,36206897;50
17930162000121;201410;;{03983817000115,13440815000133} => {17930162000121};0,014737292;1;40,36206897;69
17930162000121;201410;;{11098524000183,13440815000133} => {17930162000121};0,01409654;1;40,36206897;66
17930162000121;201410;;{13440815000133,13533610000100} => {17930162000121};0,013669372;1;40,36206897;64
13440815000133;201410;;{13533610000100,17930162000121} => {13440815000133};0,013669372;1;42,18018018;64
17930162000121;201410;;{12349852000178,13440815000133} => {17930162000121};0,018154635;1;40,36206897;85
17930162000121;201410;;{13440815000133,18543917000106} => {17930162000121};0,01409654;1;40,36206897;66
17930162000121;201410;;{10749045000117,13440815000133} => {17930162000121};0,011960701;1;40,36206897;56
7586061000121;201410;;{10942831000136,11333352000185} => {07586061000121};0,010679197;1;45,01923077;50
11333352000185;201410;;{07586061000121,10942831000136} => {11333352000185};0,010679197;1;45,01923077;50
7586061000121;201410;;{11333352000185,12957821000108} => {07586061000121};0,010679197;1;45,01923077;50
11333352000185;201410;;{07586061000121,12957821000108} => {11333352000185};0,010679197;1;45,01923077;50
7586061000121;201410;;{11333352000185,92823764000103} => {07586061000121};0,011106365;1;45,01923077;52
11333352000185;201410;;{07586061000121,92823764000103} => {11333352000185};0,011106365;1;45,01923077;52
7586061000121;201410;;{11333352000185,20483193000196} => {07586061000121};0,015378044;1;45,01923077;72
11333352000185;201410;;{07586061000121,20483193000196} => {11333352000185};0,015378044;1;45,01923077;72
79053468000102;201410;;{04567265000127,14997983000197} => {79053468000102};0,010252029;1;34,68148148;48
79053468000102;201410;;{07671526000142,14997983000197} => {79053468000102};0,011319949;1;34,68148148;53
79053468000102;201410;;{04762679000107,14997983000197} => {79053468000102};0,011960701;1;34,68148148;56
79053468000102;201410;;{10278886000193,14997983000197} => {79053468000102};0,011960701;1;34,68148148;56
79053468000102;201410;;{06122074000187,14997983000197} => {79053468000102};0,010892781;1;34,68148148;51
79053468000102;201410;;{14997983000197,15724019000158} => {79053468000102};0,014310124;1;34,68148148;67
79053468000102;201410;;{06177718000134,14997983000197} => {79053468000102};0,014523708;1;34,68148148;68
79053468000102;201410;;{00761025000108,14997983000197} => {79053468000102};0,013455788;1;34,68148148;63
79053468000102;201410;;{14997983000197,16403724000116} => {79053468000102};0,014737292;1;34,68148148;69
5869012000170;201410;;{03606047000191,11036658000170,11098524000183} => {05869012000170};0,010679197;1;38,69421488;50
17930162000121;201410;;{06022999000156,11098524000183,13440815000133} => {17930162000121};0,010038445;1;40,36206897;47
17930162000121;201410;;{05869012000170,13440815000133,19142596000192} => {17930162000121};0,011747117;1;40,36206897;55
13440815000133;201410;;{05869012000170,17930162000121,19142596000192} => {13440815000133};0,011747117;1;42,18018018;55
17930162000121;201410;;{03983817000115,13440815000133,19142596000192} => {17930162000121};0,010892781;1;40,36206897;51
17930162000121;201410;;{11098524000183,13440815000133,19142596000192} => {17930162000121};0,011319949;1;40,36206897;53
17930162000121;201410;;{13440815000133,13533610000100,19142596000192} => {17930162000121};0,010679197;1;40,36206897;50
13440815000133;201410;;{13533610000100,17930162000121,19142596000192} => {13440815000133};0,010679197;1;42,18018018;50
17930162000121;201410;;{12349852000178,13440815000133,19142596000192} => {17930162000121};0,010038445;1;40,36206897;47
17930162000121;201410;;{13440815000133,18543917000106,19142596000192} => {17930162000121};0,010892781;1;40,36206897;51
17930162000121;201410;;{05869012000170,11036658000170,13440815000133} => {17930162000121};0,010252029;1;40,36206897;48
13440815000133;201410;;{05869012000170,11036658000170,17930162000121} => {13440815000133};0,010252029;1;42,18018018;48
17930162000121;201410;;{03983817000115,05869012000170,13440815000133} => {17930162000121};0,012174284;1;40,36206897;57
13440815000133;201410;;{03983817000115,05869012000170,17930162000121} => {13440815000133};0,012174284;1;42,18018018;57
17930162000121;201410;;{05869012000170,11098524000183,13440815000133} => {17930162000121};0,012174284;1;40,36206897;57
13440815000133;201410;;{05869012000170,11098524000183,17930162000121} => {13440815000133};0,012174284;1;42,18018018;57
17930162000121;201410;;{05869012000170,13440815000133,13533610000100} => {17930162000121};0,010679197;1;40,36206897;50
13440815000133;201410;;{05869012000170,13533610000100,17930162000121} => {13440815000133};0,010679197;1;42,18018018;50
17930162000121;201410;;{05869012000170,12349852000178,13440815000133} => {17930162000121};0,011106365;1;40,36206897;52
13440815000133;201410;;{05869012000170,12349852000178,17930162000121} => {13440815000133};0,011106365;1;42,18018018;52
17930162000121;201410;;{05869012000170,13440815000133,18543917000106} => {17930162000121};0,011747117;1;40,36206897;55
13440815000133;201410;;{05869012000170,17930162000121,18543917000106} => {13440815000133};0,011747117;1;42,18018018;55
17930162000121;201410;;{11036658000170,11098524000183,13440815000133} => {17930162000121};0,010465613;1;40,36206897;49
17930162000121;201410;;{03983817000115,11098524000183,13440815000133} => {17930162000121};0,011747117;1;40,36206897;55
17930162000121;201410;;{03983817000115,13440815000133,13533610000100} => {17930162000121};0,010038445;1;40,36206897;47
13440815000133;201410;;{03983817000115,13533610000100,17930162000121} => {13440815000133};0,010038445;1;42,18018018;47
17930162000121;201410;;{03983817000115,12349852000178,13440815000133} => {17930162000121};0,011533533;1;40,36206897;54
17930162000121;201410;;{03983817000115,13440815000133,18543917000106} => {17930162000121};0,011106365;1;40,36206897;52
17930162000121;201410;;{11098524000183,13440815000133,13533610000100} => {17930162000121};0,011533533;1;40,36206897;54
13440815000133;201410;;{11098524000183,13533610000100,17930162000121} => {13440815000133};0,011533533;1;42,18018018;54
17930162000121;201410;;{11098524000183,12349852000178,13440815000133} => {17930162000121};0,011319949;1;40,36206897;53
17930162000121;201410;;{11098524000183,13440815000133,18543917000106} => {17930162000121};0,011960701;1;40,36206897;56
17930162000121;201410;;{13440815000133,13533610000100,18543917000106} => {17930162000121};0,011533533;1;40,36206897;54
13440815000133;201410;;{13533610000100,17930162000121,18543917000106} => {13440815000133};0,011533533;1;42,18018018;54
17930162000121;201410;;{12349852000178,13440815000133,18543917000106} => {17930162000121};0,010252029;1;40,36206897;48
17930162000121;201410;;{10749045000117,12349852000178,13440815000133} => {17930162000121};0,010038445;1;40,36206897;47
11098524000183;201410;;{11036658000170,17930162000121,18543917000106} => {11098524000183};0,010038445;1;32,97183099;47
11098524000183;201410;;{11036658000170,18543917000106,19142596000192} => {11098524000183};0,013882956;1;32,97183099;65
79053468000102;201410;;{06177718000134,14997983000197,15724019000158} => {79053468000102};0,011106365;1;34,68148148;52
79053468000102;201410;;{14997983000197,15724019000158,16403724000116} => {79053468000102};0,011533533;1;34,68148148;54
79053468000102;201410;;{06177718000134,14997983000197,16403724000116} => {79053468000102};0,011960701;1;34,68148148;56
17930162000121;201410;;{03983817000115,05869012000170,13440815000133,19142596000192} => {17930162000121};0,010465613;1;40,36206897;49
13440815000133;201410;;{03983817000115,05869012000170,17930162000121,19142596000192} => {13440815000133};0,010465613;1;42,18018018;49
17930162000121;201410;;{05869012000170,11098524000183,13440815000133,19142596000192} => {17930162000121};0,010465613;1;40,36206897;49
13440815000133;201410;;{05869012000170,11098524000183,17930162000121,19142596000192} => {13440815000133};0,010465613;1;42,18018018;49
17930162000121;201410;;{05869012000170,13440815000133,18543917000106,19142596000192} => {17930162000121};0,010252029;1;40,36206897;48
13440815000133;201410;;{05869012000170,17930162000121,18543917000106,19142596000192} => {13440815000133};0,010252029;1;42,18018018;48
17930162000121;201410;;{11098524000183,13440815000133,13533610000100,19142596000192} => {17930162000121};0,010038445;1;40,36206897;47
13440815000133;201410;;{11098524000183,13533610000100,17930162000121,19142596000192} => {13440815000133};0,010038445;1;42,18018018;47
17930162000121;201410;;{11098524000183,13440815000133,18543917000106,19142596000192} => {17930162000121};0,010038445;1;40,36206897;47
17930162000121;201410;;{05869012000170,11036658000170,11098524000183,13440815000133} => {17930162000121};0,010038445;1;40,36206897;47
13440815000133;201410;;{05869012000170,11036658000170,11098524000183,17930162000121} => {13440815000133};0,010038445;1;42,18018018;47
17930162000121;201410;;{03983817000115,05869012000170,11098524000183,13440815000133} => {17930162000121};0,010679197;1;40,36206897;50
13440815000133;201410;;{03983817000115,05869012000170,11098524000183,17930162000121} => {13440815000133};0,010679197;1;42,18018018;50
17930162000121;201410;;{03983817000115,05869012000170,13440815000133,18543917000106} => {17930162000121};0,010038445;1;40,36206897;47
13440815000133;201410;;{03983817000115,05869012000170,17930162000121,18543917000106} => {13440815000133};0,010038445;1;42,18018018;47
17930162000121;201410;;{05869012000170,11098524000183,13440815000133,13533610000100} => {17930162000121};0,010038445;1;40,36206897;47
13440815000133;201410;;{05869012000170,11098524000183,13533610000100,17930162000121} => {13440815000133};0,010038445;1;42,18018018;47
17930162000121;201410;;{05869012000170,11098524000183,13440815000133,18543917000106} => {17930162000121};0,010679197;1;40,36206897;50
13440815000133;201410;;{05869012000170,11098524000183,17930162000121,18543917000106} => {13440815000133};0,010679197;1;42,18018018;50
17930162000121;201410;;{03983817000115,11098524000183,13440815000133,18543917000106} => {17930162000121};0,010038445;1;40,36206897;47
17930162000121;201410;;{11098524000183,13440815000133,13533610000100,18543917000106} => {17930162000121};0,010252029;1;40,36206897;48
13440815000133;201410;;{11098524000183,13533610000100,17930162000121,18543917000106} => {13440815000133};0,010252029;1;42,18018018;48
11098524000183;201410;;{06022999000156,11036658000170,18543917000106,19142596000192} => {11098524000183};0,010038445;1;32,97183099;47
11098524000183;201410;;{06022999000156,13533610000100,18543917000106,19142596000192} => {11098524000183};0,010252029;1;32,97183099;48
11098524000183;201410;;{05869012000170,11036658000170,18543917000106,19142596000192} => {11098524000183};0,011960701;1;32,97183099;56
11098524000183;201410;;{03983817000115,11036658000170,18543917000106,19142596000192} => {11098524000183};0,011106365;1;32,97183099;52
11098524000183;201410;;{11036658000170,13533610000100,18543917000106,19142596000192} => {11098524000183};0,011106365;1;32,97183099;52
11098524000183;201410;;{03983817000115,05869012000170,11036658000170,18543917000106} => {11098524000183};0,010892781;1;32,97183099;51
11098524000183;201410;;{05869012000170,11036658000170,13533610000100,18543917000106} => {11098524000183};0,011319949;1;32,97183099;53
11098524000183;201410;;{03983817000115,11036658000170,13533610000100,18543917000106} => {11098524000183};0,010038445;1;32,97183099;47
11098524000183;201410;;{05869012000170,11036658000170,13533610000100,18543917000106,19142596000192} => {11098524000183};0,010252029;1;32,97183099;48
12426369000140;201411;;{05094718000108} => {12426369000140};0,010035682;1;99,64444444;45
5094718000108;201411;;{12426369000140} => {05094718000108};0,010035682;1;99,64444444;45
11333352000185;201411;;{07586061000121} => {11333352000185};0,016726137;1;59,78666667;75
7586061000121;201411;;{11333352000185} => {07586061000121};0,016726137;1;59,78666667;75
6957510000138;201411;;{03961467000196} => {06957510000138};0,014495986;1;67,93939394;65
79053468000102;201411;;{14997983000197} => {79053468000102};0,02074041;1;39,33333333;93
11333352000185;201411;;{07586061000121,20483193000196} => {11333352000185};0,010258698;1;59,78666667;46
7586061000121;201411;;{11333352000185,20483193000196} => {07586061000121};0,010258698;1;59,78666667;46
17930162000121;201411;;{13440815000133,13735911000109} => {17930162000121};0,01338091;1;45,75510204;60
13440815000133;201411;;{05869012000170,17930162000121} => {13440815000133};0,014049955;1;46,70833333;63
17930162000121;201411;;{11036658000170,13440815000133} => {17930162000121};0,010927743;1;45,75510204;49
17930162000121;201411;;{12349852000178,13440815000133} => {17930162000121};0,012265834;1;45,75510204;55
17930162000121;201411;;{13440815000133,13533610000100} => {17930162000121};0,014049955;1;45,75510204;63
13440815000133;201411;;{13533610000100,17930162000121} => {13440815000133};0,014049955;1;46,70833333;63
17930162000121;201411;;{11098524000183,13440815000133} => {17930162000121};0,013157895;1;45,75510204;59
79053468000102;201411;;{04762679000107,14997983000197} => {79053468000102};0,010035682;1;39,33333333;45
79053468000102;201411;;{04567265000127,14997983000197} => {79053468000102};0,010704728;1;39,33333333;48
79053468000102;201411;;{05207424000145,14997983000197} => {79053468000102};0,012488849;1;39,33333333;56
79053468000102;201411;;{14997983000197,15724019000158} => {79053468000102};0,01293488;1;39,33333333;58
79053468000102;201411;;{06177718000134,14997983000197} => {79053468000102};0,012265834;1;39,33333333;55
79053468000102;201411;;{14997983000197,16403724000116} => {79053468000102};0,012488849;1;39,33333333;56
79053468000102;201411;;{00761025000108,14997983000197} => {79053468000102};0,010704728;1;39,33333333;48
17930162000121;201411;;{13440815000133,13735911000109,19142596000192} => {17930162000121};0,011373773;1;45,75510204;51
13440815000133;201411;;{13735911000109,17930162000121,19142596000192} => {13440815000133};0,011373773;1;46,70833333;51
13440815000133;201411;;{05869012000170,17930162000121,19142596000192} => {13440815000133};0,011596789;1;46,70833333;52
17930162000121;201411;;{13440815000133,13533610000100,19142596000192} => {17930162000121};0,010258698;1;45,75510204;46
13440815000133;201411;;{13533610000100,17930162000121,19142596000192} => {13440815000133};0,010258698;1;46,70833333;46
17930162000121;201411;;{11098524000183,13440815000133,19142596000192} => {17930162000121};0,010258698;1;45,75510204;46
17930162000121;201411;;{05869012000170,13440815000133,13735911000109} => {17930162000121};0,012488849;1;45,75510204;56
13440815000133;201411;;{05869012000170,13735911000109,17930162000121} => {13440815000133};0,012488849;1;46,70833333;56
17930162000121;201411;;{03983817000115,13440815000133,13735911000109} => {17930162000121};0,011373773;1;45,75510204;51
17930162000121;201411;;{11098524000183,13440815000133,13735911000109} => {17930162000121};0,010704728;1;45,75510204;48
13440815000133;201411;;{11098524000183,13735911000109,17930162000121} => {13440815000133};0,010704728;1;46,70833333;48
13440815000133;201411;;{03983817000115,05869012000170,17930162000121} => {13440815000133};0,012265834;1;46,70833333;55
17930162000121;201411;;{05869012000170,13440815000133,13533610000100} => {17930162000121};0,010258698;1;45,75510204;46
13440815000133;201411;;{05869012000170,13533610000100,17930162000121} => {13440815000133};0,010258698;1;46,70833333;46
17930162000121;201411;;{05869012000170,11098524000183,13440815000133} => {17930162000121};0,010927743;1;45,75510204;49
13440815000133;201411;;{05869012000170,11098524000183,17930162000121} => {13440815000133};0,010927743;1;46,70833333;49
13440815000133;201411;;{05869012000170,17930162000121,18543917000106} => {13440815000133};0,010258698;1;46,70833333;46
17930162000121;201411;;{11036658000170,11098524000183,13440815000133} => {17930162000121};0,010035682;1;45,75510204;45
17930162000121;201411;;{03983817000115,13440815000133,13533610000100} => {17930162000121};0,010704728;1;45,75510204;48
13440815000133;201411;;{03983817000115,13533610000100,17930162000121} => {13440815000133};0,010704728;1;46,70833333;48
17930162000121;201411;;{03983817000115,11098524000183,13440815000133} => {17930162000121};0,010481713;1;45,75510204;47
17930162000121;201411;;{13440815000133,13533610000100,18543917000106} => {17930162000121};0,010035682;1;45,75510204;45
13440815000133;201411;;{13533610000100,17930162000121,18543917000106} => {13440815000133};0,010035682;1;46,70833333;45
79053468000102;201411;;{06177718000134,14997983000197,16403724000116} => {79053468000102};0,010035682;1;39,33333333;45
17930162000121;201411;;{05869012000170,13440815000133,13735911000109,19142596000192} => {17930162000121};0,010927743;1;45,75510204;49
13440815000133;201411;;{05869012000170,13735911000109,17930162000121,19142596000192} => {13440815000133};0,010927743;1;46,70833333;49
17930162000121;201411;;{03983817000115,13440815000133,13735911000109,19142596000192} => {17930162000121};0,010035682;1;45,75510204;45
13440815000133;201411;;{03983817000115,13735911000109,17930162000121,19142596000192} => {13440815000133};0,010035682;1;46,70833333;45
13440815000133;201411;;{03983817000115,05869012000170,17930162000121,19142596000192} => {13440815000133};0,010481713;1;46,70833333;47
17930162000121;201411;;{03983817000115,05869012000170,13440815000133,13735911000109} => {17930162000121};0,010704728;1;45,75510204;48
13440815000133;201411;;{03983817000115,05869012000170,13735911000109,17930162000121} => {13440815000133};0,010704728;1;46,70833333;48
72588650000100;201412;;{05613242000174} => {72588650000100};0,012847222;1;47,21311475;37
15715620000184;201412;;{05613242000174} => {15715620000184};0,012847222;1;46,4516129;37
1321743000126;201412;;{05613242000174} => {01321743000126};0,012847222;1;45,71428571;37
6091637000117;201412;;{12978051000171} => {06091637000117};0,011111111;1;77,83783784;32
15715620000184;201412;;{72588650000100} => {15715620000184};0,021180556;1;46,4516129;61
1321743000126;201412;;{72588650000100} => {01321743000126};0,021180556;1;45,71428571;61
1321743000126;201412;;{15715620000184} => {01321743000126};0,021527778;1;45,71428571;62
11333352000185;201412;;{07586061000121} => {11333352000185};0,011111111;1;90;32
7586061000121;201412;;{11333352000185} => {07586061000121};0,011111111;1;90;32
3961467000196;201412;;{06957510000138} => {03961467000196};0,014930556;1;66,97674419;43
6957510000138;201412;;{03961467000196} => {06957510000138};0,014930556;1;66,97674419;43
15715620000184;201412;;{05613242000174,72588650000100} => {15715620000184};0,012847222;1;46,4516129;37
72588650000100;201412;;{05613242000174,15715620000184} => {72588650000100};0,012847222;1;47,21311475;37
1321743000126;201412;;{05613242000174,72588650000100} => {01321743000126};0,012847222;1;45,71428571;37
72588650000100;201412;;{01321743000126,05613242000174} => {72588650000100};0,012847222;1;47,21311475;37
1321743000126;201412;;{05613242000174,15715620000184} => {01321743000126};0,012847222;1;45,71428571;37
15715620000184;201412;;{01321743000126,05613242000174} => {15715620000184};0,012847222;1;46,4516129;37
6091637000117;201412;;{04558234000100,12978051000171} => {06091637000117};0,010069444;1;77,83783784;29
15715620000184;201412;;{07548828000128,72588650000100} => {15715620000184};0,010069444;1;46,4516129;29
72588650000100;201412;;{07548828000128,15715620000184} => {72588650000100};0,010069444;1;47,21311475;29
1321743000126;201412;;{07548828000128,72588650000100} => {01321743000126};0,010069444;1;45,71428571;29
72588650000100;201412;;{01321743000126,07548828000128} => {72588650000100};0,010069444;1;47,21311475;29
1321743000126;201412;;{07548828000128,15715620000184} => {01321743000126};0,010069444;1;45,71428571;29
15715620000184;201412;;{01321743000126,07548828000128} => {15715620000184};0,010069444;1;46,4516129;29
15715620000184;201412;;{06091637000117,72588650000100} => {15715620000184};0,010416667;1;46,4516129;30
72588650000100;201412;;{06091637000117,15715620000184} => {72588650000100};0,010416667;1;47,21311475;30
1321743000126;201412;;{06091637000117,72588650000100} => {01321743000126};0,010416667;1;45,71428571;30
72588650000100;201412;;{01321743000126,06091637000117} => {72588650000100};0,010416667;1;47,21311475;30
1321743000126;201412;;{06091637000117,15715620000184} => {01321743000126};0,010416667;1;45,71428571;30
15715620000184;201412;;{01321743000126,06091637000117} => {15715620000184};0,010416667;1;46,4516129;30
15715620000184;201412;;{04558234000100,72588650000100} => {15715620000184};0,010416667;1;46,4516129;30
72588650000100;201412;;{04558234000100,15715620000184} => {72588650000100};0,010416667;1;47,21311475;30
1321743000126;201412;;{04558234000100,72588650000100} => {01321743000126};0,010416667;1;45,71428571;30
