rule;support;confidence;lift;count
{10828286000151} => {00761025000108};0,01076270;0,5958763;6,351913;289
{19571002000169} => {00761025000108};0,01370475;0,7345309;7,829942;368
{10759101000102} => {20483193000196};0,01068822;0,6768868;9,986684;287
{13303039000120} => {10752963000103};0,01266200;0,6427221;19,678876;340
{13303039000120} => {06177718000134};0,01016684;0,5160681;9,583305;273
{13303039000120} => {16403724000116};0,01079994;0,5482042;9,846407;290
{13303039000120} => {00761025000108};0,01295993;0,6578450;7,012487;348
{67718783000114} => {12134879000143};0,01232683;0,6304762;30,503688;331
{12134879000143} => {67718783000114};0,01232683;0,5963964;30,503688;331
{11329948000101} => {10434081000191};0,01154476;0,6224900;29,584248;310
{10434081000191} => {11329948000101};0,01154476;0,5486726;29,584248;310
{12134879000143} => {10596399000179};0,01065098;0,5153153;6,010967;286
{04567265000127} => {15724019000158};0,01139580;0,6428571;15,481614;306
{04567265000127} => {06177718000134};0,01240131;0,6995798;12,991091;333
{04567265000127} => {16403724000116};0,01113511;0,6281513;11,282353;299
{20958488000171} => {10596399000179};0,01593922;0,7169179;8,362589;428
{12811487000171} => {14811522000188};0,01243855;0,5146379;18,956182;334
{05530834000122} => {20483193000196};0,01441233;0,6450000;9,516231;387
{11060390000101} => {10596399000179};0,01106063;0,5051020;5,891833;297
{07055987000190} => {06177718000134};0,01359303;0,5993432;11,129712;365
{07055987000190} => {16403724000116};0,01184269;0,5221675;9,378757;318
{18912500000165} => {10596399000179};0,01403992;0,6522491;7,608251;377
{18912500000165} => {00761025000108};0,01098615;0,5103806;5,440548;295
{08459500000106} => {06177718000134};0,01314613;0,6326165;11,747592;353
{08459500000106} => {16403724000116};0,01359303;0,6541219;11,748816;365
{08459500000106} => {00761025000108};0,01169373;0,5627240;5,998517;314
{12068781000135} => {20483193000196};0,01407716;0,6247934;9,218106;378
{10986234000103} => {15724019000158};0,01567853;0,6757624;16,274057;421
{10986234000103} => {06177718000134};0,01746611;0,7528090;13,979548;469
{10986234000103} => {16403724000116};0,01545509;0,6661316;11,964526;415
{15567891000130} => {10596399000179};0,01921645;0,6216867;7,251752;516
{92823764000103} => {20483193000196};0,01359303;0,5676516;8,375045;365
{92823764000103} => {10596399000179};0,01273648;0,5318818;6,204209;342
{92823764000103} => {00761025000108};0,01284820;0,5365474;5,719481;345
{10278886000193} => {15724019000158};0,01187993;0,5316667;12,803868;319
{10278886000193} => {06177718000134};0,01489647;0,6666667;12,379899;400
{10278886000193} => {16403724000116};0,01467302;0,6566667;11,794524;394
{10278886000193} => {00761025000108};0,01359303;0,6083333;6,484703;365
{03217016000149} => {10596399000179};0,01310889;0,5035765;5,874039;352
{03217016000149} => {00761025000108};0,01493371;0,5736767;6,115270;401
{11094173000132} => {06177718000134};0,01087442;0,5540797;10,289176;292
{11094173000132} => {20483193000196};0,01072546;0,5464896;8,062823;288
{11094173000132} => {16403724000116};0,01098615;0,5597723;10,054184;295
{11094173000132} => {10596399000179};0,01072546;0,5464896;6,374604;288
{11094173000132} => {00761025000108};0,01292269;0,6584440;7,018872;347
{06324611000171} => {20483193000196};0,01255028;0,5208655;7,684770;337
{06324611000171} => {10596399000179};0,01273648;0,5285935;6,165853;342
{06324611000171} => {00761025000108};0,01299717;0,5394127;5,750023;349
{12957821000108} => {20483193000196};0,01843438;0,5409836;7,981589;495
{10752963000103} => {16403724000116};0,01832266;0,5610034;10,076297;492
{10752963000103} => {00761025000108};0,02167436;0,6636260;7,074111;582
{14676091000194} => {10596399000179};0,02070609;0,6472643;7,550104;556
{10942831000136} => {20483193000196};0,02595710;0,7207859;10,634365;697
{08658622000113} => {00761025000108};0,02212126;0,5129534;5,467973;594
{19225144000174} => {00761025000108};0,02338746;0,5286195;5,634971;628
{15724019000158} => {06177718000134};0,02763295;0,6654709;12,357692;742
{06177718000134} => {15724019000158};0,02763295;0,5131397;12,357692;742
{15724019000158} => {16403724000116};0,02543572;0,6125561;11,002244;683
{15724019000158} => {00761025000108};0,02208402;0,5318386;5,669285;593
{06177718000134} => {16403724000116};0,03776255;0,7012448;12,595201;1014
{16403724000116} => {06177718000134};0,03776255;0,6782609;12,595201;1014
{16403724000116} => {00761025000108};0,02841502;0,5103679;5,440412;763
{13440815000133, 55741110000104} => {17930162000121};0,01005512;0,9712230;47,764250;270
{17930162000121, 55741110000104} => {13440815000133};0,01005512;0,9854015;48,909427;270
{13440815000133, 17930162000121} => {55741110000104};0,01005512;0,5065666;18,233682;270
{10752963000103, 13303039000120} => {00761025000108};0,01005512;0,7941176;8,465124;270
{00761025000108, 13303039000120} => {10752963000103};0,01005512;0,7758621;23,755357;270
{06177718000134, 08459500000106} => {16403724000116};0,01113511;0,8470255;15,213598;299
{08459500000106, 16403724000116} => {06177718000134};0,01113511;0,8191781;15,212012;299
{10986234000103, 15724019000158} => {06177718000134};0,01262476;0,8052257;14,952918;339
{06177718000134, 10986234000103} => {15724019000158};0,01262476;0,7228145;17,407188;339
{10986234000103, 15724019000158} => {16403724000116};0,01124683;0,7173397;12,884284;302
{10986234000103, 16403724000116} => {15724019000158};0,01124683;0,7277108;17,525105;302
{06177718000134, 10986234000103} => {16403724000116};0,01366751;0,7825160;14,054929;367
{10986234000103, 16403724000116} => {06177718000134};0,01366751;0,8843373;16,422010;367
{06177718000134, 10278886000193} => {16403724000116};0,01173097;0,7875000;14,144448;315
{10278886000193, 16403724000116} => {06177718000134};0,01173097;0,7994924;14,846452;315
{12957821000108, 20483193000196} => {10596399000179};0,01072546;0,5818182;6,786699;288
{10596399000179, 12957821000108} => {20483193000196};0,01072546;0,7254408;10,703042;288
{10752963000103, 19225144000174} => {00761025000108};0,01202890;0,7654028;8,159030;323
{00761025000108, 10752963000103} => {19225144000174};0,01202890;0,5549828;12,544107;323
{00761025000108, 19225144000174} => {10752963000103};0,01202890;0,5143312;15,747801;323
{10752963000103, 15724019000158} => {06177718000134};0,01072546;0,8158640;15,150471;288
{06177718000134, 10752963000103} => {15724019000158};0,01072546;0,6605505;15,907714;288
{10752963000103, 15724019000158} => {16403724000116};0,01139580;0,8668555;15,569769;306
{10752963000103, 16403724000116} => {15724019000158};0,01139580;0,6219512;14,978147;306
{06177718000134, 10752963000103} => {16403724000116};0,01400268;0,8623853;15,489479;376
{10752963000103, 16403724000116} => {06177718000134};0,01400268;0,7642276;14,191591;376
{06177718000134, 10752963000103} => {00761025000108};0,01068822;0,6582569;7,016877;287
{10752963000103, 16403724000116} => {00761025000108};0,01243855;0,6788618;7,236521;334
{00761025000108, 10752963000103} => {16403724000116};0,01243855;0,5738832;10,307633;334
{10596399000179, 10942831000136} => {20483193000196};0,01139580;0,8337875;12,301572;306
{10942831000136, 20483193000196} => {00761025000108};0,01344406;0,5179340;5,521065;361
{00761025000108, 10942831000136} => {20483193000196};0,01344406;0,7813853;11,528438;361
{08658622000113, 19225144000174} => {00761025000108};0,01158201;0,7100457;7,568935;311
{00761025000108, 08658622000113} => {19225144000174};0,01158201;0,5235690;11,834070;311
{06177718000134, 19225144000174} => {16403724000116};0,01206614;0,7807229;14,022723;324
{16403724000116, 19225144000174} => {06177718000134};0,01206614;0,7136564;13,252491;324
{06177718000134, 19225144000174} => {00761025000108};0,01020408;0,6602410;7,038027;274
{16403724000116, 19225144000174} => {00761025000108};0,01169373;0,6916300;7,372627;314
{00761025000108, 19225144000174} => {16403724000116};0,01169373;0,5000000;8,980602;314
{06177718000134, 15724019000158} => {16403724000116};0,02074333;0,7506739;13,483006;557
{15724019000158, 16403724000116} => {06177718000134};0,02074333;0,8155198;15,144078;557
{06177718000134, 16403724000116} => {15724019000158};0,02074333;0,5493097;13,228756;557
{06177718000134, 15724019000158} => {00761025000108};0,01471026;0,5323450;5,674684;395
{00761025000108, 15724019000158} => {06177718000134};0,01471026;0,6661046;12,369460;395
{00761025000108, 06177718000134} => {15724019000158};0,01471026;0,5524476;13,304324;395
{15724019000158, 16403724000116} => {00761025000108};0,01456130;0,5724744;6,102454;391
{00761025000108, 15724019000158} => {16403724000116};0,01456130;0,6593592;11,842885;391
{00761025000108, 16403724000116} => {15724019000158};0,01456130;0,5124509;12,341103;391
{06177718000134, 13961486000176} => {16403724000116};0,01329510;0,7777778;13,969825;357
{13961486000176, 16403724000116} => {06177718000134};0,01329510;0,7846154;14,570188;357
{06177718000134, 10596399000179} => {16403724000116};0,01389096;0,7754678;13,928335;373
{10596399000179, 16403724000116} => {06177718000134};0,01389096;0,6806569;12,639696;373
{06177718000134, 16403724000116} => {00761025000108};0,01966334;0,5207101;5,550658;528
{00761025000108, 06177718000134} => {16403724000116};0,01966334;0,7384615;13,263658;528
{00761025000108, 16403724000116} => {06177718000134};0,01966334;0,6920052;12,850432;528
{06177718000134, 10596399000179} => {00761025000108};0,01094891;0,6112266;6,515545;294
{10596399000179, 20483193000196} => {00761025000108};0,01392820;0,5006693;5,337028;374
{10596399000179, 16403724000116} => {00761025000108};0,01202890;0,5894161;6,283049;323
{06177718000134, 10986234000103, 15724019000158} => {16403724000116};0,01005512;0,7964602;14,305384;270
{10986234000103, 15724019000158, 16403724000116} => {06177718000134};0,01005512;0,8940397;16,602182;270
{06177718000134, 10986234000103, 16403724000116} => {15724019000158};0,01005512;0,7356948;17,717379;270
{06177718000134, 15724019000158, 16403724000116} => {00761025000108};0,01165649;0,5619390;5,990149;313
{00761025000108, 06177718000134, 15724019000158} => {16403724000116};0,01165649;0,7924051;14,232549;313
{00761025000108, 15724019000158, 16403724000116} => {06177718000134};0,01165649;0,8005115;14,865377;313
{00761025000108, 06177718000134, 16403724000116} => {15724019000158};0,01165649;0,5928030;14,276186;313
