"rules";"support";"confidence";"lift";"count"
"{14935553000140} => {21746218000160}";0.0104408352668213;0.545454545454545;15.9383667180277;18
"{21746218000160} => {14935553000140}";0.0104408352668213;0.305084745762712;15.9383667180277;18
"{11077741000197} => {21746218000160}";0.0168213457076566;0.878787878787879;25.678479712378;29
"{21746218000160} => {11077741000197}";0.0168213457076566;0.491525423728814;25.678479712378;29
"{14801463000167} => {21746218000160}";0.015661252900232;0.771428571428571;22.5414043583535;27
"{21746218000160} => {14801463000167}";0.015661252900232;0.457627118644068;22.5414043583535;27
"{14801463000167} => {00482840000138}";0.0127610208816705;0.628571428571429;17.4783410138249;22
"{00482840000138} => {14801463000167}";0.0127610208816705;0.354838709677419;17.4783410138249;22
"{26469541000157} => {20784313000195}";0.0110208816705336;0.678571428571429;25.9968253968254;19
"{20784313000195} => {26469541000157}";0.0110208816705336;0.422222222222222;25.9968253968254;19
"{26469541000157} => {08658622000113}";0.0110208816705336;0.678571428571429;23.8746355685131;19
"{08658622000113} => {26469541000157}";0.0110208816705336;0.387755102040816;23.8746355685131;19
"{26469541000157} => {08772301000145}";0.0104408352668213;0.642857142857143;10.3578104138852;18
"{05025180000180} => {21746218000160}";0.0121809744779582;0.65625;19.1758474576271;21
"{21746218000160} => {05025180000180}";0.0121809744779582;0.355932203389831;19.1758474576271;21
"{04558234000100} => {21746218000160}";0.0121809744779582;0.583333333333333;17.045197740113;21
"{21746218000160} => {04558234000100}";0.0121809744779582;0.355932203389831;17.045197740113;21
"{04558234000100} => {00482840000138}";0.0139211136890951;0.666666666666667;18.5376344086021;24
"{00482840000138} => {04558234000100}";0.0139211136890951;0.387096774193548;18.5376344086022;24
"{03961467000196} => {06957510000138}";0.0110208816705336;1;90.7368421052632;19
"{06957510000138} => {03961467000196}";0.0110208816705336;1;90.7368421052632;19
"{21548780000189} => {05530834000122}";0.0104408352668213;0.72;49.6512;18
"{05530834000122} => {21548780000189}";0.0104408352668213;0.72;49.6512;18
"{01424128000145} => {11163447000106}";0.015661252900232;0.870967741935484;45.5014662756598;27
"{11163447000106} => {01424128000145}";0.015661252900232;0.818181818181818;45.5014662756598;27
"{29136844000146} => {14272952000179}";0.0133410672853828;1;59.448275862069;23
"{14272952000179} => {29136844000146}";0.0133410672853828;0.793103448275862;59.448275862069;23
"{19571002000169} => {08772301000145}";0.0127610208816705;0.594594594594595;9.58019701944936;22
"{19571002000169} => {14517117000151}";0.0104408352668213;0.486486486486487;7.76576576576577;18
"{21746218000160} => {00482840000138}";0.0162412993039443;0.474576271186441;13.1962821213778;28
"{00482840000138} => {21746218000160}";0.0162412993039443;0.451612903225806;13.1962821213778;28
